Time,V_Current,U_Current,SBG EKF Velocity N,SBG EKF Velocity E,SBG EKF Velocity N Acc,SBG EKF Velocity E Acc,SBG EKF Latitude,SBG EKF Longitude,SBG Heading2,OD19_TRUE_WIND_SPEED,OD19_TRUE_WIND_DIRECTION,ADCP_DC3_V2,ADCP_DC4_V2
1474112383.9999723,-0.0030489295154023655,-0.296449220134608,-16.18368443953305,0.06824163328943135,0.09774802539433884,0.0974718802847536,32.700313666066705,-117.79737150324803,176.95,5.350352,240.75569,16.168351477449455,16.273328149300156
1474112384.9999714,-0.0030139374789992473,-0.2961789420112736,-16.09662457906625,-0.0312363925863573,0.09787294283671476,0.09759712361761053,32.700238593637934,-117.79737178529473,176.95,5.0369209999999995,239.87134,16.185847589424572,16.14696734059098
1474112385.9999704,-0.002979036598943846,-0.2959106364422087,-16.092757229486114,-0.03881717367245473,0.09810892375501838,0.09783343766840584,32.700163856493944,-117.79737250380083,176.94,5.070209999999999,244.67417999999998,16.368584758942458,16.29471228615863
1474112386.9999695,-0.0029441197706987846,-0.29564175751025973,-16.196348804337426,0.055906059391344694,0.09830202472803197,0.09802624171898117,32.7000889620133,-117.79737321722422,176.94,5.5405545,249.68594,16.288880248833593,16.178071539657854
1474112387.9999685,-0.002909155057012616,-0.29536979435739114,-16.296564327613748,0.15285749619893302,0.09836541404759347,0.09808858818900344,32.70001378697449,-117.7973728554604,176.94,5.9597793,252.85032999999999,16.372472783825817,16.158631415241057
1474112388.9999676,-0.0028741355636184257,-0.29509570268064056,-16.3730084432599,0.23465513789079054,0.09833834341163769,0.09806022847514502,32.69993829946105,-117.7973719655534,176.98,5.85668,253.08767999999998,16.35692068429238,16.376360808709176
1474112389.9999666,-0.0028390679978489417,-0.29481896250195244,-16.42856034298151,0.3398727179500586,0.09828234094297905,0.09800277036233787,32.69986254933499,-117.79737019504378,177.03,5.9516883,253.53964,16.331648522550545,16.279160186625194
1474112390.9999657,-0.0028040030656214274,-0.29454148685435094,-16.405930971468962,0.329180410592404,0.09821669935809324,0.09793615110600903,32.69978676180325,-117.79736812953394,177.09,5.864118599999999,254.93002,16.234447900466563,16.319984447900467
1474112391.9999647,-0.002768955622122367,-0.2942647226801447,-16.344591025060296,0.26574902943281886,0.09819012842087502,0.09790895011386086,32.69971098176556,-117.7973664305384,177.14,5.886489,255.19182,16.40357698289269,16.323872472783826
1474112392.9999638,-0.002733969985884709,-0.29398905652558055,-16.30564685186739,0.25973468439575303,0.09819375666823024,0.09791223074470301,32.69963541706388,-117.79736493141715,177.14,6.0046277,253.35102999999998,16.473561430793158,16.35108864696734
1474112393.9999628,-0.0026990765820525983,-0.29371485256406943,-16.274778505506266,0.2444981891389583,0.09813813078412743,0.0978562789701192,32.69956020928848,-117.7973635702046,177.1,5.451052,253.47769,16.345256609642302,16.391912908242613
1474112394.9999619,-0.0026641575686837393,-0.2934404698684943,-16.22851862692351,0.15361298275401766,0.09829128482618006,0.09800900573354117,32.69948480291241,-117.7973624798579,177.04,5.045537,250.81333999999998,16.34720062208398,16.119751166407465
1474112395.999961,-0.0026293914062515767,-0.29316919295371907,-16.202216571078147,0.03955224862041221,0.09795074375754753,0.09766726249113425,32.699410005058226,-117.79736192562814,177.02,4.732494,245.96086,16.267496111975117,16.267496111975117
1474112396.99996,-0.0025944613909345262,-0.2928957203046345,-16.204639689918626,0.043417845633964336,0.09827835059508937,0.0979951227990502,32.699334348516466,-117.79736176512247,177.11,5.211136,248.60483,16.25194401244168,16.113919129082426
1474112397.999959,-0.0025597501876014404,-0.2926249752176284,-16.20676246809181,0.13183370742419645,0.09815388215737618,0.09787096576779664,32.69925965077102,-117.79736133524477,177.18,5.452593299999999,250.99399,16.166407465007776,16.065318818040435
1474112398.999958,-0.0025249512108494712,-0.29235146161810405,-16.230506066400935,0.22071267407196307,0.09826913151548217,0.09798599786558196,32.69918452158243,-117.79736026191654,177.27,5.667662,249.19307999999998,16.24611197511664,16.117807153965785
1474112399.999957,-0.0024901156960604356,-0.292076743438231,-16.230676630236683,0.23750960537193352,0.09856548183488995,0.09828209471461562,32.69910917293739,-117.79735897274307,177.35,5.583696400000001,248.59537999999998,16.374416796267496,16.331648522550545
1474112400.9999561,-0.0024554089464568795,-0.29180370185091176,-16.215744878789685,0.1826091969319117,0.09826016590624909,0.09797627184522653,32.69903436383812,-117.79735761134219,177.4,5.5048757,249.07832000000002,16.471617418351478,16.432737169517885
1474112401.9999552,-0.0024206596910910636,-0.29153060719182694,-16.24286082076433,0.14972635494142447,0.09818563837424779,0.09790112150030597,32.69895924449043,-117.79735677815867,177.47,5.422170599999999,249.69543,16.500777604976673,16.51632970451011
1474112402.9999542,-0.0023858735075373695,-0.29125642917740435,-16.306610908330324,0.18893554227348436,0.09810243491344096,0.09781738213070815,32.69888389697638,-117.79735580603693,177.55,5.249283,245.56247000000002,16.421073094867808,16.40746500777605
1474112403.9999533,-0.002351009614764924,-0.2909805417872768,-16.31354284508974,0.20897818344006458,0.09808674871828842,0.09780126865692496,32.698808131948994,-117.7973547067482,177.66,5.2971783,242.94255,16.366640746500778,16.25388802488336
1474112404.9999523,-0.0023162448766531735,-0.29070623660731787,-16.21212410518949,0.17606772042080923,0.09815489603887265,0.09786937976745573,32.69873274375603,-117.79735377009081,177.75,5.3486547,242.86624,16.34914463452566,16.108087091757387
1474112405.9999514,-0.0022815754227034552,-0.29043350856380756,-16.13135471314331,0.12512617160799344,0.09822247848262312,0.09793726637565515,32.6986577081407,-117.79735303528426,177.81,5.331437599999999,243.41627999999997,16.275272161741835,16.129471228615863
1474112406.9999504,-0.0022469577494621897,-0.29016184516542326,-16.146549726162878,0.06650616508991129,0.09818229256530943,0.09789678353590321,32.69858280583398,-117.79735262297606,177.86,5.349433,245.05766,16.30248833592535,16.331648522550545
1474112407.9999495,-0.0022122993617110444,-0.2898899214567492,-16.215220209599284,0.018296414960181546,0.0980654716908839,0.09777936881660118,32.69850758784827,-117.79735264078641,177.89,5.154892,244.46616,16.119751166407465,16.018662519440124
1474112408.9999485,-0.002177608753067405,-0.28961724759713164,-16.25453331978473,0.019320179990740437,0.0980235042389407,0.09773720583036936,32.69843213628801,-117.79735269750131,177.9,5.0214457999999995,244.37012000000001,16.006998444790046,16.080870917573872
1474112409.9999475,-0.002142935615879323,-0.28934425832311794,-16.233631834086513,0.06748973877164847,0.09812719534798693,0.09784109971571488,32.6983567128709,-117.79735255918507,177.95,5.0775666,248.05154,16.111975116640746,15.970062208398135
1474112410.9999466,-0.002108303964378499,-0.28907129338322973,-16.205110594421672,0.13668479725231836,0.09828857631418235,0.09800256034402789,32.69828143755308,-117.7973521900488,178.04,5.2576513,252.60442,16.156687402799378,16.018662519440124
1474112411.9999456,-0.002073720235679704,-0.28879825414438365,-16.21363507829966,0.1707837900978225,0.09832788594820266,0.09804183376799476,32.69820636410221,-117.79735144735133,178.14,4.842011,255.91858,16.228615863141524,16.230559875583204
1474112412.9999447,-0.0020391365102394713,-0.2885249171784604,-16.25146502469598,0.1839063134664325,0.09825826849944855,0.09797225252929409,32.69813122239727,-117.79735068662893,178.19,4.5247264000000005,248.8892,16.269440124416796,16.25583203732504
1474112413.9999437,-0.002004529208111017,-0.2882507848650135,-16.264383381299247,0.16418885306381328,0.09817273311119985,0.09788698509544089,32.69805591462192,-117.79734982590759,178.25,4.250586,241.13911000000002,16.286936236391913,16.36080870917574
1474112414.9999428,-0.0019699328304868054,-0.28797675019364466,-16.222029785346095,0.018458415118290886,0.09806971550914771,0.09778424993180562,32.69798056743737,-117.79734909706713,178.31,4.1732483,240.59001,16.316096423017107,16.234447900466563
1474112415.9999418,-0.0019353810095994715,-0.28770473443639477,-16.187503586290042,-0.19305605806329204,0.0979776840373109,0.09769111043233338,32.69790518076165,-117.79734946961969,178.41,4.4069004000000005,243.45952000000003,16.40552099533437,16.380248833592535
1474112416.9999409,-0.0019009184770952298,-0.28743573060967725,-16.19511963234719,-0.3221791243386306,0.09797317950666229,0.09768576582844485,32.69782990980345,-117.79735117433819,178.51,4.354319599999999,245.3134,16.35303265940902,16.15085536547434
1474112417.99994,-0.001866461880604591,-0.2871670273058518,-16.247449358736933,-0.282316866966651,0.09808645179585017,0.09780056618188811,32.69775450390755,-117.79735327540112,178.54,4.377337000000001,245.59604,16.366640746500778,16.343312597200622
1474112418.999939,-0.0018319908863145523,-0.2868970639956344,-16.324190107140904,-0.1457167722713521,0.09824195949137675,0.09795791334812971,32.69767901559209,-117.79735489522182,178.48,4.5946207,247.35585,16.34720062208398,16.236391912908243
1474112419.999938,-0.0017974486303517674,-0.2866242960826487,-16.395070504623106,-0.024783802703949937,0.09831004887587547,0.09802685728988975,32.697603270842926,-117.7973555571815,178.45,5.195704,252.92735,16.345256609642302,16.30637636080871
1474112420.999937,-0.0017627865620810446,-0.2863482467809952,-16.438962883007473,0.14446388993812015,0.09858216018550689,0.09829878030724326,32.697527019416015,-117.79735545473176,178.43,5.3440676,255.73608,16.345256609642302,16.393856920684293
1474112421.999936,-0.0017282391662676259,-0.2860724349575619,-16.43402580154443,0.2783379614538576,0.09831048339651681,0.09802593031252155,32.69745141575756,-117.79735436811237,178.39,5.209485,256.78366,16.40552099533437,16.421073094867808
1474112422.9999352,-0.0016937384081398567,-0.28579659326785445,-16.333765783354433,0.19658236687606084,0.09823725218442884,0.09795359710975902,32.69737603981004,-117.79735288848786,178.34,4.6700870000000005,259.4786,16.41718506998445,16.36275272161742
1474112423.9999342,-0.0016593630096728015,-0.2855239022854518,-16.241457377028873,-0.01908165350567961,0.09812009093550093,0.09783685589745109,32.69730097677525,-117.79735246792,178.3,4.731601,260.96097000000003,16.547433903576984,16.479393468118197
1474112424.9999332,-0.0016250435208254596,-0.28525332993899527,-16.218156873901748,-0.18840157434135724,0.098011431807122,0.09772713219350086,32.69722586283063,-117.79735321296238,178.28,5.103493,261.8017,16.549377916018663,16.421073094867808
1474112425.9999323,-0.001590716078378336,-0.2849830195599858,-16.273942371920146,-0.19530522380702048,0.0979695947113712,0.09768537475986763,32.697150507660915,-117.79735451740149,178.26,5.249011,265.40002000000004,16.393856920684293,16.382192846034215
1474112426.9999313,-0.0015531206107031604,-0.2846591522222113,-16.38206501214723,-0.01483306547258959,0.09804495507460174,0.09776232112343909,32.69705973013956,-117.79735550128123,178.29,5.1531139999999995,266.70847000000003,16.283048211508554,16.183903576982893
1474112427.9999304,-0.0015219086009509817,-0.2844367324790974,-16.384033912077292,0.042347487317134586,0.09809007280119471,0.09780741712399998,32.69699919123603,-117.79735536327209,178.29,4.9389772,267.51022,16.222783825816485,16.03615863141524
1474112428.9999294,-0.0014875528183770843,-0.2841633172063056,-16.32269211171389,-0.030831861111276074,0.09814503966232481,0.09786206533665977,32.69692374083184,-117.79735531222809,178.21,4.844113,269.24773999999996,16.3646967340591,16.279160186625194
1474112429.9999285,-0.0014532518892229308,-0.2838909566090288,-16.325671416975293,-0.05470861464993765,0.09823011156188942,0.09794715172024575,32.69684838182867,-117.79735564591294,178.12,4.8780746,270.99655,16.434681181959565,16.288880248833593
1474112430.9999275,-0.0014189178753826256,-0.2836175536781314,-16.392246931559562,0.03886468126257508,0.09830264029894054,0.09802009325190615,32.69677282330562,-117.79735581341652,178.05,4.995154,271.4008,16.331648522550545,16.259720062208398
1474112431.9999266,-0.0013845512564358796,-0.28334266412542974,-16.417633133765143,0.11196457034970517,0.09831584972643742,0.09803313611315717,32.69669716390557,-117.79735542336044,177.98,4.8847747,272.62262000000004,16.30054432348367,16.24611197511664
1474112432.9999256,-0.0013501706025839182,-0.28306737651754815,-16.401607549023666,0.05089881732874488,0.09822559254721944,0.0979423357831375,32.69662133755369,-117.7973551345055,177.88,4.776487400000001,273.1003,16.432737169517885,16.261664074650078
1474112433.9999247,-0.0013157789519087169,-0.2827918874209334,-16.39111972707983,0.03573781279137309,0.09838482987825088,0.09810106617342072,32.696545323148754,-117.79735508119873,177.74,4.832654,271.88302999999996,16.366640746500778,16.30832037325039
1474112434.9999237,-0.0012815626535501727,-0.2825191486182757,-16.393906221048645,0.04178060806743094,0.09807881147457319,0.097794606007091,32.69647001268685,-117.79735520877665,177.58,4.8440237,268.8253,16.393856920684293,16.31026438569207
1474112435.9999228,-0.0012472640596944873,-0.28224459309103267,-16.38963470933597,0.08611351796201377,0.09812043855201401,0.0978361896324677,32.69639427372499,-117.79735517654578,177.46,4.7994056,265.31057999999996,16.30832037325039,16.277216174183515
1474112436.9999218,-0.0012129754764496955,-0.2819692331057694,-16.385811854669505,0.25781198849388826,0.09825324254403034,0.09796884154225953,32.69631866560529,-117.7973545320931,177.39,4.9550653,261.4087,16.537713841368586,16.319984447900467
